Citizen_ID,Age,Gender,Annual_Income,Employment_Status,Family_Size,Education_Level,Social_Category,Disability,Rural_Urban,Scheme_Eligibility
2834,59.0,Male,97003.0,Employed,4,Secondary,General,No,Rural,0
2835,77.0,Male,622766.0,Self-employed,9,Secondary,General,No,Rural,1
2836,72.0,Male,457650.0,Employed,1,Graduate,ST,No,Rural,0
2837,25.0,Male,479865.0,Self-employed,1,Graduate,SC,,Rural,1
2838,67.0,Female,633318.0,Self-employed,1,Secondary,ST,No,Rural,1
2839,38.0,Female,758421.0,Employed,4,Secondary,OBC,No,Rural,1
2840,18.0,Male,445215.0,Employed,9,Postgraduate,General,Yes,Urban,1
2841,72.0,Female,195921.0,Employed,8,Secondary,OBC,,Rural,0
2842,25.0,Male,519655.0,Employed,7,Secondary,SC,No,Rural,0
2843,46.0,Female,820448.0,Unemployed,1,Secondary,ST,No,Urban,1
2844,49.0,Male,556220.0,Unemployed,3,Postgraduate,OBC,No,Urban,0
2845,55.0,Male,889232.0,Employed,9,Graduate,OBC,No,Urban,0
2846,22.0,Male,,Self-employed,9,Secondary,ST,No,Rural,1
2847,64.0,Male,723400.0,Employed,5,Primary,ST,,Urban,1
2848,39.0,Female,,Employed,6,Graduate,ST,No,Rural,1
2849,64.0,Female,836678.0,Employed,6,Graduate,OBC,No,Rural,1
2850,51.0,Male,81153.0,Employed,10,Graduate,OBC,,Urban,1
2851,18.0,Female,841644.0,Self-employed,4,Secondary,General,No,Rural,1
2852,72.0,Female,184411.0,Unemployed,1,Secondary,OBC,No,Rural,1
2853,72.0,Female,630526.0,Employed,5,Graduate,OBC,No,Urban,0
2854,43.0,Male,462610.0,Employed,1,Graduate,SC,,Urban,0
2855,60.0,Male,366015.0,Employed,1,Primary,SC,No,Rural,0
2856,27.0,Female,937104.0,Employed,5,Graduate,OBC,Yes,Urban,1
2857,47.0,Female,520938.0,Unemployed,5,Secondary,SC,No,Rural,0
2858,67.0,Male,346751.0,Self-employed,7,Graduate,OBC,No,Rural,1
2859,35.0,Male,102055.0,Self-employed,2,Graduate,SC,No,Urban,0
2860,34.0,Male,154509.0,Employed,6,Postgraduate,SC,No,Urban,1
2861,43.0,Female,185467.0,Employed,2,Graduate,SC,No,Rural,1
2862,25.0,Female,701666.0,Employed,10,Graduate,General,No,Urban,1
2863,64.0,Male,458506.0,Employed,5,,OBC,Yes,Rural,0
2864,57.0,Female,137687.0,Employed,4,Secondary,SC,No,Urban,0
2865,66.0,Female,377222.0,Employed,10,Primary,ST,No,Urban,0
2866,29.0,Female,446907.0,Employed,5,Secondary,OBC,No,Urban,0
2867,44.0,Female,450686.0,Unemployed,2,Primary,General,No,Urban,0
2868,25.0,Female,971345.0,Unemployed,8,Postgraduate,SC,No,Rural,0
2869,42.0,Male,152652.0,Employed,8,Graduate,General,No,Rural,0
2870,63.0,Female,375341.0,Unemployed,6,Secondary,OBC,No,Urban,1
2871,21.0,Male,630061.0,Employed,3,Secondary,OBC,No,Rural,1
2872,50.0,Male,,,4,Secondary,OBC,No,Urban,0
2873,18.0,Male,569846.0,Self-employed,1,Secondary,General,No,Rural,1
2874,36.0,Male,252668.0,Employed,9,Secondary,OBC,No,Urban,0
2875,48.0,Male,955375.0,Self-employed,10,Graduate,SC,,Urban,0
2876,33.0,Male,601872.0,Employed,5,Postgraduate,OBC,No,Rural,0
2877,,Female,819189.0,Employed,8,Graduate,SC,,Rural,1
2878,70.0,Male,447516.0,Employed,3,Graduate,General,Yes,Rural,0
2879,65.0,Female,839770.0,Unemployed,4,Graduate,ST,No,Urban,1
2880,22.0,Male,112601.0,Self-employed,4,Primary,OBC,No,Rural,0
2881,58.0,Female,186559.0,Unemployed,8,Secondary,SC,No,Rural,1
2882,43.0,Female,86282.0,Unemployed,9,,SC,,Rural,0
2883,79.0,Male,276137.0,Employed,3,Graduate,OBC,No,Rural,1
2884,45.0,Female,427591.0,Employed,7,Graduate,OBC,No,Urban,1
2885,19.0,Female,670086.0,Unemployed,9,Secondary,OBC,,Urban,1
2886,67.0,Female,,Employed,2,Postgraduate,SC,,Rural,1
2887,23.0,Female,945043.0,Self-employed,4,Secondary,General,No,Rural,0
2888,80.0,Female,209876.0,Employed,3,Graduate,SC,No,Rural,1
2889,26.0,Female,715275.0,Employed,8,Postgraduate,OBC,Yes,Rural,1
2890,50.0,Male,323302.0,Employed,4,Secondary,OBC,No,Rural,0
2891,58.0,Male,255229.0,Self-employed,9,Graduate,OBC,,Rural,1
2892,42.0,Female,60547.0,Self-employed,1,Graduate,SC,No,Urban,0
2893,65.0,Male,400857.0,Employed,1,Postgraduate,General,No,Rural,0
2894,30.0,Female,,Employed,4,Secondary,OBC,No,Urban,1
2895,26.0,Male,996272.0,Employed,3,,SC,,Rural,0
2896,70.0,Female,113146.0,Employed,3,Primary,OBC,No,Rural,0
2897,30.0,Other,415721.0,Self-employed,10,Graduate,SC,No,Urban,0
2898,48.0,Male,682049.0,Employed,2,Graduate,OBC,No,Rural,1
2899,58.0,Male,415871.0,Employed,10,Secondary,General,No,Rural,1
2900,28.0,Female,362604.0,Employed,10,Primary,General,No,Urban,0
2901,21.0,Female,132970.0,Employed,2,Secondary,OBC,Yes,Rural,1
2902,51.0,Male,766177.0,Self-employed,8,Secondary,ST,No,Rural,0
2903,78.0,Male,,Employed,1,Secondary,ST,Yes,Rural,1
2904,55.0,Female,589707.0,Employed,8,Secondary,OBC,,Rural,0
2905,63.0,Female,609865.0,Self-employed,10,Secondary,OBC,No,Rural,0
2906,21.0,Male,52921.0,Employed,3,Graduate,SC,No,Urban,1
2907,55.0,Male,972180.0,Unemployed,2,Graduate,General,No,Rural,1
2908,36.0,Female,529177.0,Employed,9,Postgraduate,ST,,Urban,1
2909,23.0,Male,492900.0,Employed,5,Graduate,OBC,No,Urban,1
2910,51.0,Male,194535.0,Employed,5,Primary,SC,No,Urban,0
2911,35.0,Female,,Employed,6,Graduate,General,No,Urban,1
2912,30.0,Male,730834.0,Employed,4,Graduate,ST,Yes,Urban,0
2913,58.0,Female,877367.0,Employed,7,Primary,ST,No,Rural,1
2914,40.0,Male,699822.0,Employed,7,Graduate,OBC,Yes,Rural,1
2915,36.0,Female,510221.0,Employed,9,Graduate,General,No,Rural,0
2916,62.0,Female,,Unemployed,6,Postgraduate,OBC,No,Urban,1
2917,28.0,Male,122828.0,Self-employed,1,Graduate,SC,No,Rural,1
2918,18.0,Female,697937.0,Employed,9,Graduate,General,No,Urban,0
2919,41.0,Male,401206.0,Employed,10,Secondary,ST,,Rural,0
2920,79.0,Female,105152.0,Self-employed,9,Graduate,OBC,No,Urban,1
2921,71.0,Female,270073.0,Unemployed,5,Secondary,OBC,,Urban,0
2922,24.0,Male,408635.0,Employed,7,Graduate,OBC,No,Urban,1
2923,42.0,Male,273393.0,Employed,1,Graduate,SC,No,Urban,0
2924,38.0,Male,136569.0,Employed,4,Postgraduate,General,,Urban,1
2925,32.0,Female,,Employed,10,Primary,OBC,No,Rural,1
2926,18.0,Male,731132.0,Self-employed,4,Secondary,General,No,Urban,1
2927,29.0,Male,459579.0,Unemployed,5,Graduate,General,No,Rural,0
2928,75.0,Male,733850.0,Unemployed,6,Graduate,General,No,Urban,0
2929,24.0,Male,502220.0,Employed,4,Secondary,OBC,No,Rural,0
2930,32.0,Female,172537.0,Employed,6,Secondary,SC,No,Rural,0
2931,38.0,Male,103806.0,Self-employed,10,Secondary,General,Yes,Urban,1
2932,36.0,Female,967764.0,Employed,7,Graduate,General,No,Urban,1
2933,77.0,Male,650280.0,Employed,3,Graduate,General,,Rural,1
2934,46.0,Male,334464.0,Employed,9,Primary,OBC,No,Rural,1
2935,42.0,Female,391115.0,Employed,8,Postgraduate,OBC,No,Urban,1
2936,50.0,Other,833140.0,Employed,1,Graduate,General,No,Rural,1
2937,66.0,Female,223217.0,Employed,2,Secondary,General,No,Rural,1
2938,49.0,Male,244760.0,Self-employed,2,Graduate,SC,No,Rural,0
2939,66.0,Male,360725.0,Unemployed,10,Graduate,OBC,No,Rural,0
2940,52.0,Female,930077.0,,9,Primary,OBC,No,Rural,1
2941,61.0,Male,595042.0,Unemployed,9,Graduate,SC,No,Rural,1
2942,55.0,Male,119837.0,Employed,9,Graduate,General,No,Rural,0
2943,43.0,Female,712567.0,Employed,1,Secondary,OBC,No,Urban,0
2944,28.0,Female,995424.0,Unemployed,7,Secondary,OBC,,Urban,1
2945,52.0,Other,,Employed,3,Secondary,General,No,Urban,1
2946,25.0,Female,960178.0,Employed,9,Graduate,SC,No,Urban,1
2947,63.0,Female,689068.0,Unemployed,8,Secondary,General,No,Rural,0
2948,31.0,Male,661369.0,Self-employed,3,Graduate,General,No,Rural,1
2949,27.0,Male,860448.0,Employed,1,Graduate,General,No,Urban,1
2950,19.0,Female,372666.0,Employed,9,Graduate,OBC,No,Rural,0
2951,63.0,Female,567447.0,Employed,10,Graduate,SC,Yes,Rural,1
2952,26.0,Male,957328.0,Employed,1,Secondary,OBC,No,Rural,1
2953,20.0,Male,162099.0,Employed,3,Postgraduate,OBC,No,Rural,1
2954,38.0,Male,725462.0,Employed,6,Graduate,OBC,No,Rural,0
2955,43.0,Female,940861.0,Unemployed,6,Graduate,OBC,No,Rural,1
2956,25.0,Male,838356.0,Employed,10,Graduate,OBC,No,Urban,1
2957,65.0,Male,135015.0,Employed,4,Graduate,OBC,No,Rural,0
2958,19.0,Female,679275.0,Employed,2,Secondary,General,No,Rural,0
2959,23.0,Female,628621.0,,10,Graduate,General,No,Rural,0
2960,,Male,,Self-employed,6,Secondary,OBC,No,Urban,0
2961,70.0,Female,227171.0,Employed,10,Postgraduate,General,No,Urban,0
2962,46.0,Female,762706.0,Self-employed,5,Graduate,SC,No,Rural,1
2963,43.0,Male,700660.0,Self-employed,6,Primary,General,No,Rural,0
2964,42.0,Male,,Self-employed,7,Graduate,OBC,No,Rural,1
2965,29.0,Male,443522.0,Employed,9,Primary,OBC,,Rural,1
2966,22.0,Male,400639.0,Self-employed,7,Secondary,OBC,No,Rural,0
2967,51.0,Female,644055.0,Employed,4,Graduate,OBC,No,Rural,0
2968,65.0,Male,154332.0,Employed,10,,ST,No,Rural,1
2969,54.0,Female,717567.0,Employed,5,Postgraduate,SC,No,Rural,1
2970,32.0,Male,875858.0,Employed,6,Postgraduate,SC,No,Rural,0
2971,61.0,Male,580624.0,Employed,9,Primary,OBC,,Rural,1
2972,53.0,Female,424344.0,Employed,5,Graduate,SC,No,Urban,1
2973,32.0,Male,780526.0,Employed,5,Graduate,ST,No,Urban,1
2974,60.0,Male,329400.0,Unemployed,7,Secondary,SC,No,Rural,0
2975,65.0,Male,804805.0,Employed,2,Graduate,SC,Yes,Rural,1
2976,40.0,Male,230889.0,Employed,3,Postgraduate,General,,Urban,1
2977,23.0,Female,549920.0,Self-employed,2,Graduate,OBC,Yes,Urban,0
2978,63.0,Male,345863.0,Employed,10,Secondary,General,No,Urban,1
2979,67.0,Female,878449.0,Unemployed,10,Postgraduate,OBC,No,Rural,0
2980,61.0,Female,95704.0,Self-employed,2,Postgraduate,General,,Rural,0
2981,76.0,Male,866445.0,Employed,3,Graduate,OBC,,Urban,0
2982,60.0,Male,392135.0,Employed,6,Secondary,OBC,No,Rural,0
2983,62.0,Female,906690.0,Self-employed,5,Graduate,OBC,No,Urban,0
2984,38.0,Female,390492.0,Self-employed,5,Secondary,OBC,No,Urban,1
2985,40.0,Male,276884.0,Unemployed,2,Secondary,OBC,No,Urban,0
2986,60.0,Female,217848.0,Employed,2,Graduate,General,No,Urban,0
2987,72.0,Male,322204.0,Self-employed,1,Postgraduate,General,No,Rural,0
2988,33.0,Female,521808.0,Employed,3,Graduate,OBC,No,Rural,0
2989,64.0,Male,974159.0,Employed,7,,General,No,Rural,1
2990,70.0,Female,793470.0,Employed,5,Graduate,General,No,Urban,1
2991,77.0,Female,362067.0,Employed,7,Secondary,OBC,No,Rural,1
2992,32.0,Male,128563.0,Unemployed,9,Postgraduate,General,No,Rural,1
2993,42.0,Male,709390.0,Self-employed,6,Graduate,SC,No,Urban,0
2994,53.0,Male,139779.0,Unemployed,2,Graduate,SC,No,Rural,0
2995,28.0,Other,738649.0,Employed,1,Graduate,SC,No,Urban,1
2996,68.0,Male,987243.0,Employed,1,Graduate,General,No,Rural,0
2997,32.0,Male,149704.0,Unemployed,10,Postgraduate,SC,No,Rural,1
2998,21.0,Female,311757.0,Employed,9,Secondary,SC,No,Rural,0
2999,38.0,Female,965589.0,Self-employed,6,Primary,SC,,Rural,0
3000,30.0,Female,160234.0,Self-employed,6,Secondary,OBC,,Rural,0
3001,39.0,Female,373831.0,Unemployed,4,Postgraduate,OBC,No,Urban,0
3002,36.0,Male,86491.0,Employed,2,Graduate,SC,No,Rural,0
3003,51.0,Female,800909.0,Unemployed,10,Graduate,OBC,No,Rural,0
3004,31.0,Male,908547.0,Self-employed,3,Secondary,ST,No,Rural,1
3005,78.0,Male,954367.0,Employed,3,Graduate,ST,,Urban,0
3006,21.0,Female,395922.0,Self-employed,8,Graduate,General,No,Urban,0
3007,65.0,Female,972285.0,Employed,6,Secondary,General,No,Rural,0
3008,70.0,Male,70448.0,Employed,7,Postgraduate,OBC,No,Rural,0
3009,69.0,Female,554393.0,Unemployed,9,Secondary,OBC,No,Urban,1
3010,63.0,Male,363694.0,Unemployed,1,Secondary,General,No,Urban,1
3011,44.0,Male,623582.0,Self-employed,2,Secondary,OBC,,Urban,1
3012,46.0,Female,333590.0,Employed,9,Primary,General,No,Rural,1
3013,64.0,Male,388723.0,Employed,5,Graduate,OBC,No,Rural,1
3014,45.0,Male,790749.0,,4,Secondary,ST,No,Urban,1
3015,52.0,Female,951111.0,Employed,1,Graduate,OBC,No,Rural,0
3016,25.0,Other,135615.0,Employed,9,Secondary,OBC,No,Rural,1
3017,33.0,Male,67101.0,Employed,9,Graduate,OBC,,Rural,0
3018,59.0,Female,340160.0,Employed,4,Graduate,ST,No,Rural,1
3019,53.0,Female,,Unemployed,9,Graduate,General,No,Urban,1
3020,47.0,Female,487869.0,Unemployed,10,Secondary,ST,No,Rural,0
3021,35.0,Female,664769.0,Employed,1,Postgraduate,OBC,No,Rural,1
3022,19.0,Male,627090.0,,5,Graduate,OBC,No,Urban,0
3023,66.0,Male,843981.0,Employed,1,Primary,OBC,No,Rural,1
3024,30.0,Male,,Employed,4,Graduate,ST,No,Rural,0
3025,21.0,Female,730722.0,Employed,5,Graduate,OBC,No,Rural,1
3026,43.0,Female,622130.0,Employed,3,Graduate,ST,Yes,Urban,1
3027,42.0,Female,96539.0,Unemployed,2,Secondary,OBC,,Rural,0
3028,47.0,Other,608005.0,Unemployed,6,Secondary,OBC,No,Urban,0
3029,28.0,Male,820569.0,Employed,3,Primary,General,No,Rural,0
3030,24.0,Male,466232.0,Unemployed,10,Secondary,General,No,Rural,1
3031,48.0,Male,236272.0,Self-employed,1,Graduate,General,,Urban,0
3032,61.0,Male,523484.0,Employed,5,Graduate,General,No,Urban,0
3033,27.0,Male,503503.0,Employed,2,Primary,SC,,Rural,0
3034,56.0,Male,165042.0,Employed,2,Secondary,General,No,Urban,0
3035,30.0,Female,177922.0,Employed,4,Secondary,SC,No,Rural,0
3036,48.0,Female,142447.0,Unemployed,4,Graduate,OBC,No,Urban,1
3037,24.0,Female,395546.0,Self-employed,4,Graduate,ST,No,Urban,1
3038,80.0,Female,354751.0,Employed,7,Primary,General,No,Rural,1
3039,73.0,Male,208693.0,Unemployed,1,Secondary,OBC,No,Rural,1
3040,66.0,Female,62823.0,Unemployed,8,Graduate,OBC,Yes,Urban,1
3041,59.0,Female,79986.0,Employed,10,Postgraduate,General,No,Urban,0
3042,78.0,Female,695970.0,Employed,9,Graduate,OBC,No,Rural,0
3043,59.0,Male,638613.0,Self-employed,10,Secondary,OBC,No,Rural,0
3044,73.0,Male,560119.0,Self-employed,6,Secondary,SC,No,Urban,0
3045,53.0,Male,440069.0,Unemployed,4,Graduate,General,No,Urban,0
3046,37.0,Female,300476.0,Self-employed,6,Graduate,General,No,Urban,1
3047,21.0,Female,107771.0,Employed,10,Primary,General,No,Urban,1
3048,71.0,Female,104973.0,Employed,7,Secondary,ST,No,Rural,1
3049,24.0,Male,720050.0,Employed,6,Graduate,ST,Yes,Urban,0
3050,71.0,Female,875539.0,Employed,1,Secondary,OBC,No,Rural,0
3051,18.0,Female,632176.0,Self-employed,5,Graduate,OBC,No,Urban,1
3052,61.0,Male,585244.0,Self-employed,8,Secondary,OBC,No,Rural,0
3053,73.0,Male,136839.0,Self-employed,8,Graduate,OBC,,Rural,0
3054,62.0,Female,217605.0,Employed,10,Primary,General,No,Urban,1
3055,59.0,Male,566754.0,,9,Postgraduate,General,No,Urban,0
3056,64.0,Female,151131.0,Employed,4,Secondary,SC,No,Urban,1
3057,76.0,Other,379738.0,Employed,10,Secondary,ST,No,Rural,0
3058,30.0,Female,762261.0,Unemployed,6,Graduate,ST,No,Rural,1
3059,72.0,Female,585807.0,Employed,7,Postgraduate,OBC,No,Urban,0
3060,39.0,Female,,Self-employed,5,Primary,OBC,Yes,Rural,0
3061,71.0,Female,51832.0,Self-employed,8,Postgraduate,OBC,No,Urban,0
3062,38.0,Male,531641.0,Employed,3,Secondary,General,No,Urban,0
3063,39.0,Male,688210.0,Employed,8,Graduate,OBC,No,Urban,0
3064,45.0,Male,155474.0,Unemployed,5,Primary,OBC,No,Rural,1
3065,26.0,Female,644003.0,Employed,1,Secondary,General,No,Urban,1
3066,43.0,Male,908267.0,Unemployed,6,Graduate,General,No,Rural,0
3067,26.0,Male,647654.0,Employed,2,Graduate,OBC,No,Rural,0
3068,32.0,Male,87570.0,Employed,7,Graduate,General,No,Rural,0
3069,27.0,Female,531193.0,Employed,9,Graduate,OBC,No,Urban,0
3070,41.0,Other,711975.0,Employed,3,Postgraduate,General,No,Rural,1
3071,75.0,Other,88311.0,Self-employed,10,Secondary,OBC,Yes,Urban,0
3072,74.0,Female,402389.0,Employed,4,Secondary,SC,,Rural,1
3073,78.0,Female,677475.0,Self-employed,4,Graduate,General,No,Rural,0
3074,59.0,Female,859866.0,Unemployed,4,Primary,OBC,,Rural,1
3075,25.0,Female,136879.0,Unemployed,3,Graduate,OBC,No,Urban,1
3076,41.0,Female,590027.0,Employed,5,Graduate,General,No,Rural,0
3077,33.0,Male,116202.0,Unemployed,9,Secondary,OBC,No,Urban,0
3078,66.0,Female,148580.0,Employed,8,Postgraduate,OBC,No,Rural,0
3079,,Male,798779.0,Employed,10,Secondary,General,,Rural,0
3080,44.0,Male,129599.0,Unemployed,2,Secondary,General,No,Rural,1
3081,54.0,Female,739009.0,Employed,9,Secondary,General,No,Rural,0
3082,21.0,Male,805724.0,Self-employed,10,Secondary,General,No,Rural,1
3083,67.0,Male,691058.0,Employed,2,Secondary,General,,Urban,0
3084,41.0,Female,351614.0,Self-employed,7,Graduate,General,No,Rural,0
3085,36.0,Male,387109.0,Employed,5,Graduate,OBC,No,Rural,1
3086,,Female,437476.0,Self-employed,7,Graduate,SC,No,Rural,0
3087,77.0,Female,753981.0,Self-employed,5,Secondary,OBC,No,Urban,0
3088,56.0,Female,441825.0,Employed,6,Primary,SC,No,Rural,0
3089,27.0,Female,835339.0,Employed,8,Postgraduate,SC,No,Rural,1
3090,42.0,Female,688588.0,Unemployed,1,Primary,General,No,Urban,0
3091,35.0,Female,350141.0,Employed,1,Postgraduate,OBC,No,Rural,1
3092,36.0,Female,241012.0,Employed,5,Graduate,General,No,Rural,0
3093,53.0,Female,746084.0,Employed,1,Postgraduate,OBC,No,Urban,0
3094,27.0,Female,934237.0,Self-employed,3,Secondary,OBC,No,Rural,1
3095,50.0,Female,212776.0,Self-employed,10,Secondary,SC,No,Rural,0
3096,72.0,Male,434346.0,Unemployed,9,Graduate,General,No,Urban,0
3097,67.0,Male,471607.0,Unemployed,7,Graduate,SC,No,Rural,0
3098,22.0,Female,816230.0,Unemployed,6,Secondary,OBC,No,Rural,1
3099,64.0,Male,52526.0,Employed,8,Graduate,SC,No,Urban,0
3100,66.0,Male,992190.0,Employed,8,Secondary,ST,,Rural,0
3101,52.0,Female,,Employed,6,Graduate,SC,No,Rural,1
3102,61.0,Male,318718.0,Self-employed,4,Postgraduate,OBC,No,Urban,1
3103,51.0,Male,320877.0,Unemployed,4,Secondary,General,,Rural,1
3104,50.0,Other,362434.0,Employed,4,Secondary,OBC,,Rural,1
3105,72.0,Female,384937.0,Unemployed,6,Primary,OBC,No,Rural,1
3106,38.0,Male,86051.0,Employed,1,Secondary,General,No,Urban,0
3107,34.0,Other,65909.0,Unemployed,2,Secondary,General,No,Rural,0
3108,39.0,Other,532898.0,Employed,6,Secondary,General,No,Urban,1
3109,,Male,127338.0,,1,Secondary,OBC,,Rural,0
3110,54.0,Male,909864.0,Unemployed,9,Graduate,General,No,Urban,0
3111,32.0,Female,570551.0,Unemployed,6,Postgraduate,OBC,No,Rural,1
3112,52.0,Female,340277.0,Employed,7,Graduate,SC,No,Rural,1
3113,45.0,Female,756931.0,Employed,1,Secondary,SC,,Urban,1
3114,24.0,Female,653350.0,Unemployed,8,Secondary,ST,Yes,Rural,1
3115,49.0,Female,231980.0,Unemployed,5,Graduate,OBC,No,Rural,0
3116,28.0,Male,454494.0,Self-employed,5,Graduate,General,No,Rural,1
3117,27.0,Female,423690.0,Employed,6,Postgraduate,General,No,Urban,1
3118,26.0,Male,625746.0,Self-employed,7,Primary,General,No,Rural,0
3119,31.0,Female,891847.0,Unemployed,7,Graduate,OBC,,Urban,1
3120,30.0,Female,796447.0,Unemployed,5,Graduate,General,No,Urban,0
3121,78.0,Male,890592.0,Unemployed,1,Postgraduate,ST,No,Rural,1
3122,74.0,Female,366543.0,Employed,9,Graduate,OBC,,Rural,0
3123,79.0,Male,861730.0,Employed,6,Graduate,General,No,Urban,1
3124,42.0,Male,281946.0,Unemployed,9,Graduate,General,No,Rural,1
3125,19.0,Female,727551.0,Employed,4,Graduate,OBC,No,Urban,0
3126,52.0,Male,500180.0,Unemployed,2,Secondary,OBC,No,Rural,0
3127,24.0,Female,214164.0,Employed,3,Secondary,ST,No,Rural,0
3128,38.0,Male,139407.0,Employed,4,Graduate,General,No,Rural,1
3129,35.0,Female,256329.0,Employed,10,Secondary,General,No,Rural,0
3130,20.0,Female,547165.0,Unemployed,8,Graduate,OBC,No,Rural,1
3131,,Female,636801.0,Employed,3,Postgraduate,SC,No,Rural,1
3132,71.0,Female,887529.0,Unemployed,8,Graduate,OBC,No,Rural,1
3133,78.0,Female,997783.0,Employed,6,Graduate,OBC,No,Rural,0
3134,56.0,Male,719764.0,Unemployed,4,Graduate,OBC,No,Rural,1
3135,58.0,Male,513238.0,Employed,7,Graduate,OBC,No,Rural,1
3136,66.0,Male,609486.0,Employed,5,Postgraduate,General,,Rural,0
3137,28.0,Male,275295.0,Unemployed,5,Graduate,OBC,No,Rural,0
3138,56.0,Female,886429.0,Employed,9,Graduate,SC,No,Urban,1
3139,41.0,Male,968071.0,Employed,3,Secondary,General,No,Rural,0
3140,77.0,Female,838611.0,,10,Secondary,OBC,,Urban,1
3141,63.0,Female,52019.0,Employed,4,Secondary,General,No,Rural,1
3142,36.0,Male,655743.0,Employed,5,Secondary,OBC,,Rural,0
3143,21.0,Female,790599.0,Employed,1,Graduate,SC,No,Rural,1
3144,43.0,Male,199776.0,Employed,7,Graduate,SC,,Rural,0
3145,55.0,Female,199102.0,Employed,8,Secondary,SC,No,Urban,0
3146,59.0,Male,439027.0,Employed,6,Postgraduate,General,No,Rural,0
3147,49.0,Female,905877.0,Unemployed,9,Graduate,OBC,No,Rural,0
3148,56.0,Other,909983.0,Employed,3,Graduate,General,No,Rural,0
3149,62.0,Male,53420.0,Unemployed,2,Graduate,General,No,Urban,0
3150,63.0,Male,896307.0,Employed,5,Graduate,OBC,No,Urban,0
3151,53.0,Female,228725.0,Employed,9,Secondary,General,No,Rural,0
3152,57.0,Male,591028.0,Employed,1,Graduate,OBC,No,Urban,1
3153,54.0,Female,377407.0,Unemployed,1,Secondary,SC,No,Urban,1
3154,,Female,,Unemployed,10,Graduate,General,No,Rural,1
3155,53.0,Male,593753.0,Self-employed,3,Secondary,ST,,Rural,0
3156,20.0,Female,494648.0,Employed,10,Graduate,General,No,Rural,0
3157,26.0,Female,578419.0,Unemployed,3,Secondary,General,No,Rural,0
3158,25.0,Female,584940.0,Unemployed,5,Graduate,General,No,Rural,0
3159,50.0,Female,508189.0,Employed,4,Secondary,General,No,Urban,1
3160,76.0,Male,792403.0,Employed,6,Postgraduate,OBC,No,Rural,1
3161,23.0,Male,359815.0,Employed,8,Postgraduate,OBC,No,Urban,0
3162,,Other,295289.0,Unemployed,8,Secondary,SC,No,Rural,0
3163,56.0,Female,139342.0,Employed,4,Secondary,General,No,Urban,0
3164,21.0,Male,331315.0,Unemployed,1,Graduate,ST,No,Rural,1
3165,30.0,Female,267201.0,Employed,7,Primary,General,Yes,Urban,0
3166,66.0,Male,309820.0,Employed,6,Primary,General,No,Urban,1
3167,77.0,Male,236764.0,Employed,5,Secondary,ST,No,Rural,0
3168,19.0,Female,108541.0,Employed,4,Graduate,SC,,Rural,1
3169,77.0,Male,59470.0,,6,Secondary,OBC,Yes,Urban,0
3170,22.0,Female,766704.0,Employed,8,Secondary,General,No,Rural,0
3171,61.0,Male,618596.0,Unemployed,6,Graduate,General,No,Urban,1
3172,44.0,Female,988830.0,Employed,3,Primary,OBC,No,Rural,0
3173,49.0,Male,185669.0,Employed,9,Secondary,General,No,Urban,1
3174,,Female,677128.0,Employed,3,Postgraduate,SC,No,Urban,1
3175,25.0,Female,211860.0,Employed,4,Graduate,OBC,No,Rural,1
3176,55.0,Male,99477.0,Employed,5,Secondary,OBC,Yes,Rural,1
3177,25.0,Female,682549.0,Employed,2,Primary,SC,No,Rural,0
3178,67.0,Male,676754.0,Employed,10,Graduate,OBC,,Rural,1
3179,20.0,Male,345215.0,Employed,10,Secondary,General,No,Urban,0
3180,71.0,Female,513819.0,Self-employed,2,Postgraduate,General,No,Rural,1
3181,61.0,Male,505139.0,Employed,6,Graduate,OBC,No,Rural,1
3182,78.0,Female,120560.0,Employed,2,Postgraduate,General,No,Rural,1
3183,75.0,Female,829680.0,Employed,10,Graduate,SC,No,Rural,0
3184,20.0,Female,835566.0,Employed,1,Graduate,General,No,Urban,0
3185,39.0,Male,500708.0,Self-employed,8,Graduate,SC,No,Rural,1
3186,23.0,Male,474986.0,Employed,10,Graduate,OBC,No,Urban,0
3187,19.0,Male,388906.0,Employed,10,Graduate,ST,No,Rural,0
3188,,Female,216471.0,Unemployed,1,Primary,General,No,Rural,0
3189,61.0,Female,564295.0,Employed,10,Graduate,ST,,Rural,0
3190,19.0,Female,294413.0,Self-employed,6,Secondary,SC,No,Rural,0
3191,55.0,Male,238511.0,Self-employed,1,Graduate,OBC,No,Rural,1
3192,34.0,Male,980073.0,Employed,8,Graduate,SC,,Rural,0
3193,52.0,Male,576657.0,Employed,5,Postgraduate,ST,Yes,Rural,0
3194,51.0,Male,422107.0,Employed,3,Graduate,OBC,No,Rural,0
3195,40.0,Male,278629.0,Employed,5,Graduate,ST,No,Rural,0
3196,47.0,Male,836960.0,Employed,1,Secondary,ST,No,Urban,1
3197,69.0,Male,158806.0,Employed,1,Secondary,SC,No,Urban,0
3198,25.0,Male,211386.0,Self-employed,4,Postgraduate,SC,No,Rural,0
3199,39.0,Male,677267.0,Employed,9,Graduate,OBC,No,Rural,1
3200,61.0,Male,985551.0,Unemployed,9,Graduate,OBC,,Rural,0
3201,75.0,Male,856180.0,Unemployed,1,Secondary,OBC,No,Urban,0
3202,53.0,Male,85109.0,Self-employed,3,Graduate,SC,No,Urban,0
3203,22.0,Female,588207.0,Employed,4,Postgraduate,OBC,No,Rural,0
